solver,threads,clock_time,wall_clock_time,matrix_info,trial
hypre,56,0.084193,"0.0883095
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,2
hypre,61,0.07868,"0.0786753
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,2
hypre,66,0.08371,"0.0968829
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,2
hypre,71,0.088306,"0.103137
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,2
hypre,76,0.084226,"0.0858992
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,2
hypre,81,0.084684,"0.087632
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,2
hypre,86,0.085148,"0.0907391
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,2
hypre,91,0.084933,"0.0905948
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,2
hypre,96,0.084621,"0.0860673
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,2
hypre,1,0.085927,"0.0945997
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,3
hypre,6,0.083808,"0.108563
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,3
hypre,11,0.084664,"0.10761
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,3
hypre,16,0.085183,"0.0897886
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,3
hypre,21,0.086122,"0.0984802
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,3
hypre,26,0.084183,"0.0905459
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,3
hypre,31,0.084977,"0.0851468
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,3
hypre,36,0.087663,"0.112825
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,3
hypre,41,0.086284,"0.0878782
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,3
hypre,46,0.085203,"0.0864462
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,3
hypre,51,0.083801,"0.0869979
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,3
hypre,56,0.085015,"0.0890036
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,3
hypre,61,0.084908,"0.0864774
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,3
hypre,66,0.083394,"0.0833481
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,3
hypre,71,0.085048,"0.0878457
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,3
hypre,76,0.085714,"0.0894095
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,3
hypre,81,0.085118,"0.0886131
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,3
hypre,86,0.085519,"0.092595
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,3
hypre,91,0.086259,"0.0893831
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,3
hypre,96,0.084936,"0.084907
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,3
hypre,1,0.084419,"0.0844359
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,4
hypre,6,0.084484,"0.0844976
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,4
hypre,11,0.084922,"0.121706
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,4
hypre,16,0.08437,"0.08993
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,4
hypre,21,0.084273,"0.084263
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,4
hypre,26,0.084624,"0.0845775
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,4
hypre,31,0.084715,"0.0986501
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,4
hypre,36,0.084909,"0.0928355
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,4
hypre,41,0.085096,"0.133435
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,4
hypre,46,0.084636,"0.129417
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,4
hypre,51,0.084775,"0.0920036
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,4
hypre,56,0.084083,"0.0841533
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,4
hypre,61,0.083134,"0.0831815
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,4
hypre,66,0.084259,"0.0842128
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,4
hypre,71,0.084582,"0.084585
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,4
hypre,76,0.085598,"0.15539
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,4
hypre,81,0.085058,"0.093177
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,4
hypre,86,0.086227,"0.165535
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,4
hypre,91,0.085031,"0.115629
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,4
hypre,96,0.084848,"0.086151
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,4
